code,name,new_price,pre_close,change_rate,high,low,volume,amount,turnover,industry,area,macd_golden,kdj_golden,break_ma5,break_ma10,break_ma20,upper_volume,down_volume,upside_volume,reversing_hammer,win_3d,win_5d,win_10d,change_3d,change_5d,change_10d,technical_score,signals,trend
002166,莱茵生物,9.03,9.2,-1.85,9.09,8.95,43610,39348164,0.59,生物医药,广西壮族自治区,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.44,2.27,-2.48,0,[],弱势
002167,东方锆业,15.77,15.58,1.22,16.2,15.25,579466,905970197,7.65,稀有金属,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',10.67,22.25,21.49,30,[],极强
002168,*ST惠程,3.96,4.02,-1.49,3.99,3.95,16696,6621947,0.21,输变电设备,重庆,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.88,-2.46,-4.35,0,[],弱势
002169,智光电气,15.55,15.47,0.52,15.77,15.0,150174,232406534,1.98,输变电设备,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-1.14,1.63,18.79,0,[],弱势
002170,芭田股份,14.81,14.64,1.16,15.15,14.44,228381,337385774,2.91,化肥农药,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',1.65,14.1,14.1,10,[],温和
002172,澳洋健康,4.42,4.52,-2.21,4.48,4.4,85053,37692246,1.11,医疗服务,江苏省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.43,1.14,-0.45,0,[],弱势
002173,创新医疗,30.71,30.99,-0.9,30.9,30.1,145020,442151136,3.48,医疗服务,浙江省,1,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',1.96,4.24,11.43,35,['MACD金叉'],温和
002174,游族网络,10.8,11.19,-3.49,10.98,10.75,105774,114944995,1.08,互联网服务,福建省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.66,-5.26,-4.59,0,[],弱势
002176,江特电机,10.69,10.9,-1.93,10.85,10.52,380263,404646447,2.23,电机,江西省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',2.0,17.34,18.78,10,[],温和
002177,御银股份,9.35,9.69,-3.51,9.64,9.23,752385,707207807,11.15,房地产服务,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',4.47,10.13,14.72,20,[],强势
002178,延华智能,6.4,6.66,-3.9,6.55,6.36,88433,57015330,1.24,计算机软件,上海,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.74,-1.69,-0.31,0,[],弱势
002179,中航光电,36.07,35.55,1.46,36.16,35.66,147239,529100345,0.7,电子设备制造,河南省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',2.41,5.19,4.22,10,[],温和
002180,纳思达,20.92,21.58,-3.06,21.25,20.8,53346,112016825,0.39,计算机硬件,广东省,0,0,1,1,1,0,0,0,0,b'\x00',b'\x00',b'\x00',-1.97,-1.6,-3.82,45,['均线突破(突破5日线/突破10日线/突破20日线)'],弱势
002181,粤传媒,10.36,10.65,-2.72,10.55,10.27,133438,138502866,1.18,平面媒体,广东省,0,0,0,0,0,0,0,0,1,b'\x00',b'\x00',b'\x00',-6.24,-8.96,-10.69,20,['反转锤子线'],弱势
002182,宝武镁业,21.98,21.79,0.87,22.18,21.3,260314,566440452,3.01,金属非金属新材料,江苏省,1,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',12.43,20.17,20.77,55,['MACD金叉'],极强
002184,海得控制,12.99,13.38,-2.91,13.24,12.91,29308,38291290,1.22,输变电设备,上海,0,0,0,0,1,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.04,-1.07,0.31,20,['均线突破(突破20日线)'],弱势
002185,华天科技,14.88,15.18,-1.98,15.2,14.74,543034,811527858,1.66,半导体,甘肃省,1,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',1.36,3.69,10.14,35,['MACD金叉'],温和
002186,全聚德,11.4,11.62,-1.89,11.48,11.34,18548,21155709,0.61,休闲服务,北京,0,0,1,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.31,-1.89,-5.08,10,['均线突破(突破5日线)'],弱势
002187,广百股份,6.98,7.18,-2.79,7.04,6.92,48816,34074566,0.7,零售,广东省,0,1,1,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.86,-2.79,-10.97,30,"['KDJ金叉', '均线突破(突破5日线)']",弱势
002188,中天服务,7.01,7.17,-2.23,7.15,6.93,33354,23517744,1.3,房地产服务,浙江省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.58,-0.43,-3.71,0,[],弱势
002189,中光学,23.0,22.73,1.19,23.12,22.76,12742,29269475,0.49,光电子器件,河南省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',0.57,2.36,1.72,10,[],温和
002190,成飞集成,38.3,36.52,4.87,38.84,37.93,108465,415478952,3.02,其他电气设备,四川省,0,0,1,0,1,0,0,0,0,b'\x00',b'\x00',b'\x00',4.93,6.12,6.8,50,['均线突破(突破5日线/突破20日线)'],强势
002191,劲嘉股份,4.0,4.05,-1.23,4.02,3.98,44752,17878508,0.31,造纸印刷,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-1.23,0.76,1.27,0,[],弱势
002194,武汉凡谷,12.66,12.82,-1.25,12.78,12.55,39603,50093275,0.78,通信设备,湖北省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.78,0.8,0.32,0,[],弱势
002195,岩山科技,11.0,11.07,-0.63,11.08,10.72,1702557,1859991781,3.04,互联网服务,上海,1,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',4.07,10.78,13.4,45,['MACD金叉'],强势
002197,证通电子,8.99,9.29,-3.23,9.13,8.9,89105,80537252,1.67,计算机软件,广东省,0,0,1,1,1,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.55,-1.75,2.28,45,['均线突破(突破5日线/突破10日线/突破20日线)'],弱势
002198,嘉应制药,7.25,7.33,-1.09,7.34,7.22,45198,32839557,0.89,中药生产,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',0.83,1.83,4.47,10,[],温和
002199,*ST东晶,7.99,8.1,-1.36,8.12,7.98,6292,5050650,0.26,电子元件,浙江省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.75,0.13,-4.43,0,[],弱势
002200,*ST交投,7.37,7.31,0.82,7.39,7.22,12760,9342073,0.65,建筑施工,云南省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',3.66,4.99,7.91,10,[],温和
002201,九鼎新材,13.5,13.77,-1.96,13.66,13.31,96189,129664317,1.6,合成纤维及树脂,江苏省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.67,5.47,0.9,0,[],弱势
002202,金风科技,29.07,28.45,2.18,29.32,28.07,863021,2490205143,2.57,电源设备,新疆维吾尔自治区,1,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',6.64,16.75,13.96,55,['MACD金叉'],极强
002203,海亮股份,14.56,14.71,-1.02,14.74,14.39,59425,86270408,0.27,基本金属,浙江省,1,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',0.34,3.12,11.91,35,['MACD金叉'],温和
002204,大连重工,7.57,7.55,0.26,7.58,7.45,102675,77256552,0.53,专用设备,辽宁省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',0.53,3.98,4.27,10,[],温和
002205,国统股份,14.56,14.85,-1.95,14.81,14.51,12702,18563705,0.68,基础建设,新疆维吾尔自治区,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.58,1.82,0.34,0,[],弱势
002206,海利得,7.24,7.35,-1.5,7.3,7.17,56968,41199800,0.67,合成纤维及树脂,浙江省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-1.76,3.28,2.55,0,[],弱势
002207,准油股份,12.42,11.29,10.01,12.42,12.42,63311,78632262,2.43,石油天然气,新疆维吾尔自治区,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',7.16,23.09,20.35,30,[],极强
002208,合肥城建,15.28,15.56,-1.8,15.55,15.15,106443,163073315,1.33,房地产开发,安徽省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.3,-1.8,4.3,0,[],弱势
002209,达意隆,15.73,16.46,-4.43,16.51,15.7,38322,61320261,2.45,专用设备,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-5.64,-3.62,-4.09,0,[],弱势
002210,飞马国际,3.16,3.27,-3.36,3.24,3.14,290781,92486529,1.09,环保,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.95,0.0,-0.63,0,[],弱势
002211,ST宏达,3.81,3.86,-1.3,3.82,3.73,29827,11274062,0.69,化学制品,上海,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',0.0,6.42,6.42,0,[],弱势
002212,天融信,8.43,8.73,-3.44,8.61,8.41,130741,111127182,1.12,互联网服务,广东省,0,0,0,1,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.33,-4.96,0.12,15,['均线突破(突破10日线)'],弱势
002213,大为股份,28.45,28.39,0.21,28.78,27.48,69089,194709992,3.34,半导体,广东省,0,0,0,0,0,1,0,0,0,b'\x00',b'\x00',b'\x00',4.44,8.5,11.22,35,['放量上涨'],强势
002214,*ST大立,18.48,18.56,-0.43,18.7,18.31,7040,12983860,0.15,电子设备制造,浙江省,0,0,0,1,0,0,0,0,0,b'\x00',b'\x00',b'\x00',0.93,4.52,-0.75,25,['均线突破(突破10日线)'],温和
002215,诺普信,11.75,11.96,-1.76,11.99,11.6,55953,65747385,0.7,农业,广东省,0,0,1,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.49,-1.01,4.63,10,['均线突破(突破5日线)'],弱势
002216,三全食品,12.94,12.76,1.41,13.27,12.61,213132,274703982,3.38,食品,河南省,1,1,0,1,1,0,0,0,0,b'\x00',b'\x00',b'\x00',11.07,12.91,7.56,100,"['MACD金叉', 'KDJ金叉', '均线突破(突破10日线/突破20日线)']",强势
002217,合力泰,3.03,3.09,-1.94,3.06,3.01,321042,97338568,0.57,电子器件,福建省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.98,1.68,1.34,0,[],弱势
002218,拓日新能,6.58,6.81,-3.38,6.64,6.41,486262,317016204,3.49,电源设备,广东省,0,0,1,0,1,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.66,-0.6,-9.12,30,['均线突破(突破5日线/突破20日线)'],弱势
002221,东华能源,8.84,8.58,3.03,9.0,8.64,254781,225707719,1.74,石油天然气,江苏省,1,0,0,0,1,0,0,0,0,b'\x00',b'\x00',b'\x00',4.0,8.47,7.94,65,"['MACD金叉', '均线突破(突破20日线)']",强势
002222,福晶科技,71.67,71.11,0.79,72.27,69.53,54161,386385679,1.16,电子元件,福建省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',1.29,0.82,7.61,10,[],温和
002223,鱼跃医疗,37.95,38.7,-1.94,38.27,37.61,25808,97930632,0.27,医疗器械,江苏省,0,0,1,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.85,0.13,-2.92,10,['均线突破(突破5日线)'],弱势
002225,濮耐股份,6.75,6.83,-1.17,6.9,6.73,123728,84035857,1.27,耐火材料,河南省,1,0,0,0,1,0,0,0,0,b'\x00',b'\x00',b'\x00',1.5,8.52,6.3,55,"['MACD金叉', '均线突破(突破20日线)']",温和
002226,江南化工,6.36,6.22,2.25,6.4,6.21,206130,130299464,0.78,化学制品,安徽省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',2.42,6.18,3.41,10,[],温和
002230,科大讯飞,55.16,55.82,-1.18,55.21,54.49,172972,947646964,0.79,计算机软件,安徽省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-1.71,-3.43,0.64,0,[],弱势
002232,启明信息,18.67,19.11,-2.3,19.0,18.57,20156,37675270,0.49,计算机软件,吉林省,1,0,1,0,1,0,0,0,0,b'\x00',b'\x00',b'\x00',-1.58,-0.8,0.11,55,"['MACD金叉', '均线突破(突破5日线/突破20日线)']",弱势
002235,安妮股份,9.85,10.43,-5.56,10.1,9.65,179529,177971875,3.24,造纸印刷,福建省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-8.12,-7.25,-1.3,0,[],弱势
002236,大华股份,19.02,19.26,-1.25,19.06,18.83,124623,236150295,0.59,计算机硬件,浙江省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',0.0,0.53,2.92,0,[],弱势
002238,天威视讯,8.24,8.42,-2.14,8.36,8.23,46403,38390908,0.58,广播电视,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-4.19,-8.55,-9.95,0,[],弱势
002240,盛新锂能,40.92,42.61,-3.97,42.34,40.79,146793,605984276,1.61,金属非金属新材料,四川省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-9.47,4.49,12.33,0,[],弱势
002241,歌尔股份,26.65,27.18,-1.95,26.84,26.51,245786,655286912,0.78,电子设备制造,山东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.11,1.87,1.8,0,[],弱势
002242,九阳股份,10.13,10.34,-2.03,10.24,10.11,28452,28926840,0.37,小家电,山东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.71,-2.6,-4.34,0,[],弱势
002243,力合科创,10.86,11.18,-2.86,11.02,10.77,56799,61861199,0.47,造纸印刷,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.98,-0.37,2.94,0,[],弱势
002244,滨江集团,11.21,11.25,-0.36,11.27,11.0,66175,73646646,0.25,房地产开发,浙江省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-6.74,-2.86,-4.76,0,[],弱势
002245,蔚蓝锂芯,17.2,17.52,-1.83,17.33,17.05,93957,161557815,0.87,其他电气设备,江苏省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.66,2.56,3.86,0,[],弱势
002246,北化股份,22.95,21.26,7.95,23.24,21.75,322979,728433986,5.88,化学制品,四川省,1,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',9.34,13.9,16.68,55,['MACD金叉'],极强
002248,华东数控,13.96,14.86,-6.06,14.56,13.83,162204,229516286,5.28,通用设备,山东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.85,-0.43,14.8,0,[],弱势
002250,联化科技,18.07,18.84,-4.09,18.7,17.99,95055,173260056,1.06,化肥农药,浙江省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',2.21,2.03,2.67,10,[],温和
002251,步步高,4.73,4.85,-2.47,4.76,4.69,219927,104045768,1.02,零售,湖南省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-5.02,-3.86,-7.98,0,[],弱势
002252,上海莱士,6.28,6.29,-0.16,6.29,6.25,75046,47068350,0.11,生物医药,上海,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.32,0.64,-0.16,0,[],弱势
002253,*ST智胜,10.39,10.45,-0.57,10.6,10.32,8334,8691064,0.4,计算机软件,四川省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-1.24,-0.38,-3.17,0,[],弱势
002254,泰和新材,13.06,13.41,-2.61,13.34,12.98,56501,74096273,0.66,合成纤维及树脂,山东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-5.16,-0.38,6.61,0,[],弱势
002255,海陆重工,13.19,13.18,0.08,13.25,12.88,77386,101110924,1.21,通用设备,江苏省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',4.19,8.74,8.92,20,[],强势
002256,兆新股份,3.78,3.83,-1.31,3.83,3.73,201697,75911624,1.03,化学制品,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.53,7.08,4.13,0,[],弱势
002259,升达林业,5.88,5.82,1.03,6.06,5.72,131107,76753848,1.74,燃气,四川省,0,1,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',6.72,5.38,-6.81,40,['KDJ金叉'],强势
002261,拓维信息,36.93,36.52,1.12,37.48,35.98,996657,3680115174,8.7,计算机软件,湖南省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',14.41,11.37,19.98,30,[],极强
002262,恩华药业,23.57,23.81,-1.01,23.72,23.46,15952,37607272,0.18,化学制药,江苏省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-1.55,-0.55,0.9,0,[],弱势
002263,大东南,3.56,3.63,-1.93,3.6,3.53,148882,53043349,0.79,化学制品,浙江省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',0.0,5.33,3.19,0,[],弱势
002264,新华都,10.03,10.41,-3.65,10.14,9.96,118940,119499032,1.82,互联网服务,福建省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-4.29,-4.39,-16.42,0,[],弱势
002265,建设工业,25.78,25.02,3.04,25.89,25.21,88969,228043333,0.86,地面装备,云南省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',2.79,4.84,6.57,10,[],温和
002266,浙富控股,5.24,5.22,0.38,5.26,5.11,368640,191473903,0.75,环保,浙江省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',2.34,7.38,9.85,10,[],温和
002267,陕天然气,8.06,8.0,0.75,8.14,8.01,76156,61530644,0.68,燃气,陕西省,1,0,0,0,0,1,0,0,0,b'\x00',b'\x00',b'\x00',2.81,5.36,3.2,50,"['MACD金叉', '放量上涨']",温和
002268,电科网安,20.31,20.12,0.94,20.45,19.88,77163,156012250,0.91,计算机软件,四川省,0,0,1,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',1.86,-0.29,4.42,20,['均线突破(突破5日线)'],温和
002269,美邦服饰,1.91,1.95,-2.05,1.93,1.89,331218,63157245,1.32,服装家纺,上海,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-1.55,3.8,1.6,0,[],弱势
002270,华明装备,34.76,33.6,3.45,35.48,32.88,73702,253885719,0.82,输变电设备,山东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',1.88,2.75,16.61,10,[],温和
002271,东方雨虹,19.0,18.0,5.56,19.21,17.77,256567,481534750,1.34,其他建材,北京,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',1.33,11.57,5.73,10,[],温和
002272,川润股份,20.54,19.47,5.5,20.79,19.03,532249,1063801716,13.77,通用设备,四川省,0,0,0,0,0,1,0,0,0,b'\x00',b'\x00',b'\x00',17.64,21.39,33.46,45,['放量上涨'],极强
002273,水晶光电,28.14,28.2,-0.21,28.3,27.49,130043,362416528,0.95,光电子器件,浙江省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',1.3,6.15,5.99,10,[],温和
002274,华昌化工,6.77,6.54,3.52,6.87,6.6,151170,101689944,1.61,化肥农药,江苏省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',3.99,10.26,8.32,20,[],强势
002275,桂林三金,14.35,14.45,-0.69,14.4,14.27,8229,11780486,0.15,中药生产,广西壮族自治区,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-1.71,-0.69,-1.98,0,[],弱势
002276,万马股份,17.27,17.5,-1.31,17.39,17.06,100755,173596477,1.0,输变电设备,浙江省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.75,-1.2,0.7,0,[],弱势
002277,友阿股份,7.24,7.61,-4.86,7.35,7.22,165127,120152439,1.18,零售,湖南省,1,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-1.23,2.4,-2.56,25,['MACD金叉'],弱势
002278,神开股份,14.79,14.39,2.78,14.97,14.37,295595,434321925,8.85,专用设备,上海,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',3.79,10.79,5.42,20,[],强势
002279,久其软件,9.1,9.42,-3.4,9.3,9.03,239166,218732151,3.03,计算机软件,北京,0,1,1,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-1.62,-2.26,-6.47,30,"['KDJ金叉', '均线突破(突破5日线)']",弱势
002281,光迅科技,76.56,75.92,0.84,78.0,74.06,163841,1259032415,2.1,通信设备,湖北省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',5.94,9.34,14.7,30,[],极强
002283,天润工业,10.83,11.14,-2.78,10.98,10.68,212724,229334696,2.12,汽车,山东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',7.76,18.36,35.54,30,[],极强
002284,亚太股份,16.23,16.75,-3.1,16.54,16.11,61769,100992631,0.84,汽车,浙江省,0,0,0,0,1,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.39,-1.04,-1.99,20,['均线突破(突破20日线)'],弱势
002285,世联行,2.81,2.87,-2.09,2.83,2.77,147644,41377568,0.75,房地产服务,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-8.17,-0.71,-0.35,0,[],弱势
002287,奇正藏药,25.62,24.61,4.1,25.73,24.91,52467,132969607,0.92,中药生产,西藏自治区,0,1,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',3.06,6.53,1.99,40,['KDJ金叉'],强势
002289,*ST宇顺,27.0,27.79,-2.84,27.42,26.8,5426,14684498,0.19,电子器件,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-6.86,1.35,-0.66,0,[],弱势
002290,禾盛新材,62.19,63.86,-2.62,64.19,61.39,19917,124966298,0.81,白色家电,江苏省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-4.32,1.95,8.95,0,[],弱势
002291,遥望科技,7.2,7.52,-4.26,7.3,7.14,165118,119422773,1.9,互联网服务,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-8.16,-6.61,-16.18,0,[],弱势
002292,奥飞娱乐,8.97,9.18,-2.29,9.03,8.91,169674,152038809,1.67,影视动漫,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.24,-6.66,-4.98,0,[],弱势
002293,罗莱生活,10.51,10.24,2.64,10.52,10.18,38009,39189795,0.46,服装家纺,江苏省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',2.44,1.45,-0.1,10,[],温和
002294,信立泰,48.94,49.11,-0.35,49.85,47.93,15937,77863216,0.14,化学制药,广东省,0,0,0,0,1,0,1,0,0,b'\x00',b'\x00',b'\x00',-2.32,-3.62,3.42,20,['均线突破(突破20日线)'],弱势
002296,辉煌科技,14.78,15.13,-2.31,15.14,14.7,94710,140936432,2.73,其他电气设备,河南省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',3.5,4.82,14.93,10,[],温和
002297,博云新材,13.85,14.14,-2.05,14.49,13.79,201266,281420911,3.51,金属制品,湖南省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',1.61,5.24,8.29,10,[],温和
002299,圣农发展,19.15,19.3,-0.78,19.25,18.86,46197,88002038,0.38,食品,福建省,0,0,0,0,0,1,0,0,0,b'\x00',b'\x00',b'\x00',3.51,6.33,6.04,35,['放量上涨'],强势
002300,太阳电缆,9.82,9.97,-1.5,10.03,9.73,147725,145371764,2.05,输变电设备,福建省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',1.76,8.99,6.16,10,[],温和
002301,齐心集团,7.46,7.67,-2.74,7.6,7.45,66158,49665061,0.92,文娱用品,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.87,-2.1,-2.23,0,[],弱势
002302,西部建设,6.42,6.45,-0.47,6.45,6.32,57742,36848761,0.46,水泥,新疆维吾尔自治区,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.77,2.23,6.64,0,[],弱势
002304,洋河股份,52.45,53.2,-1.41,52.84,52.39,24184,127137586,0.16,饮料,江苏省,0,0,0,0,0,0,1,0,0,b'\x00',b'\x00',b'\x00',-2.87,-3.0,-5.05,0,[],弱势
002306,*ST云网,2.43,2.42,0.41,2.44,2.35,99821,24016162,1.23,休闲服务,北京,0,0,0,0,0,1,0,0,0,b'\x00',b'\x00',b'\x00',6.11,12.5,9.46,35,['放量上涨'],强势
002307,北新路桥,5.26,5.29,-0.57,5.3,5.12,173906,90465235,1.37,基础建设,新疆维吾尔自治区,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',2.73,3.95,6.26,10,[],温和
002309,中利集团,3.45,3.55,-2.82,3.54,3.43,356169,123673388,1.53,输变电设备,江苏省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.58,5.18,10.58,0,[],弱势
002310,东方新能,2.4,2.45,-2.04,2.42,2.37,350739,83954506,0.84,电力,北京,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',0.84,3.9,3.9,10,[],温和
002311,海大集团,54.97,54.81,0.29,55.34,54.06,16432,90167505,0.1,畜牧业,广东省,0,0,1,1,0,0,0,0,0,b'\x00',b'\x00',b'\x00',1.12,3.17,2.94,35,['均线突破(突破5日线/突破10日线)'],温和
002312,川发龙蟒,13.57,13.68,-0.8,14.01,13.4,371609,506924218,1.97,化学原料,四川省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-1.31,16.98,16.08,0,[],弱势
002313,日海智能,9.63,9.89,-2.63,9.79,9.57,28075,27110378,0.75,通信设备,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.92,-3.7,-1.73,0,[],弱势
002314,南山控股,2.62,2.66,-1.5,2.64,2.59,106326,27788207,0.79,房地产开发,广东省,0,0,1,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.68,0.38,-3.32,10,['均线突破(突破5日线)'],弱势
002315,焦点科技,44.96,45.92,-2.09,45.45,44.78,21130,95268539,1.04,互联网商务,江苏省,0,0,1,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.2,-5.82,-4.79,10,['均线突破(突破5日线)'],弱势
002317,众生药业,18.4,18.98,-3.06,18.68,18.31,87773,162212189,1.15,中药生产,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.92,-2.9,-6.22,0,[],弱势
002318,久立特材,34.92,34.56,1.04,35.08,34.01,25281,87620451,0.26,钢铁,浙江省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-1.02,2.52,5.85,0,[],弱势
002320,海峡股份,10.19,10.3,-1.07,10.28,10.01,108279,109593788,0.48,港口航运,海南省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.95,-4.14,-2.67,0,[],弱势
002321,华英农业,2.34,2.36,-0.85,2.36,2.32,92058,21533112,0.43,畜牧业,河南省,0,0,0,1,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-1.68,1.74,-1.27,15,['均线突破(突破10日线)'],弱势
002322,理工能科,13.98,14.06,-0.57,14.12,13.82,18281,25531425,0.52,计算机软件,浙江省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',1.67,3.02,5.51,10,[],温和
