code,name,new_price,pre_close,change_rate,high,low,volume,amount,turnover,industry,area,macd_golden,kdj_golden,break_ma5,break_ma10,break_ma20,upper_volume,down_volume,upside_volume,reversing_hammer,win_3d,win_5d,win_10d,change_3d,change_5d,change_10d,technical_score,signals,trend
000002,万科A,4.81,4.84,-0.62,4.82,4.76,343863,164470492,0.35,房地产开发,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.8,-3.22,0.0,0,[],弱势
000004,*ST国华,6.56,6.9,-4.93,6.71,6.56,34261,22549415,2.71,计算机软件,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-13.0,-21.53,-32.86,0,[],弱势
000006,深振业A,9.0,9.28,-3.02,9.09,8.91,93340,84109007,0.69,房地产开发,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-7.02,-4.56,0.22,0,[],弱势
000007,全新好,13.44,13.62,-1.32,13.47,12.98,30176,39922197,0.87,汽车,广东省,0,0,0,0,0,0,0,0,0,b'\x01',b'\x01',b'\x01',6.58,8.3,13.71,30,[],极强
000008,神州高铁,2.99,3.01,-0.66,3.0,2.95,233580,69354456,0.86,铁路设备,北京,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-1.97,1.01,0.0,0,[],弱势
000009,中国宝安,9.45,9.55,-1.05,9.52,9.38,68348,64546051,0.27,综合,广东省,0,0,0,1,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-1.46,1.29,0.0,15,['均线突破(突破10日线)'],弱势
000010,美丽生态,4.32,4.28,0.93,4.36,4.0,422700,177893377,4.98,基础建设,广东省,0,0,0,0,0,1,0,0,0,b'\x01',b'\x01',b'\x01',16.76,24.86,21.69,45,['放量上涨'],极强
000012,南玻A,4.97,5.03,-1.19,5.0,4.91,153617,76125145,0.78,玻璃,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-4.05,9.23,6.88,0,[],弱势
000017,深中华A,7.61,7.7,-1.17,7.75,7.61,27554,21164654,0.63,珠宝首饰,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.19,0.13,-1.3,0,[],弱势
000019,深粮控股,7.3,7.2,1.39,7.39,7.21,67457,49325510,1.62,贸易,广东省,0,0,0,0,1,0,0,0,0,b'\x00',b'\x00',b'\x00',1.96,5.49,2.53,30,['均线突破(突破20日线)'],温和
000020,深华发A,14.76,15.09,-2.19,15.06,14.6,10309,15243941,0.57,电子器件,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-4.22,-1.6,-3.53,0,[],弱势
000025,特力A,18.2,18.25,-0.27,18.28,17.95,15064,27288879,0.38,珠宝首饰,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-1.94,0.28,-0.55,0,[],弱势
000027,深圳能源,7.08,7.02,0.85,7.09,6.94,118028,82871863,0.25,电力,广东省,0,0,0,0,0,1,0,0,0,b'\x00',b'\x00',b'\x00',3.36,7.11,5.36,35,['放量上涨'],强势
000028,国药一致,25.81,25.83,-0.08,25.9,25.63,11356,29270401,0.24,医药商业,广东省,0,0,1,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.15,0.12,-2.38,10,['均线突破(突破5日线)'],弱势
000030,富奥股份,5.54,5.56,-0.36,5.58,5.45,41740,22996632,0.25,汽车,吉林省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.72,2.21,2.78,0,[],弱势
000031,大悦城,3.47,3.46,0.29,3.48,3.36,104872,35721741,0.24,房地产开发,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.88,-2.8,-6.97,0,[],弱势
000032,深桑达A,19.95,20.65,-3.39,20.65,19.72,85985,172836335,0.76,建筑施工,广东省,0,1,1,1,1,0,0,0,0,b'\x00',b'\x00',b'\x00',0.4,-4.09,1.89,75,"['KDJ金叉', '均线突破(突破5日线/突破10日线/突破20日线)']",温和
000034,神州数码,40.3,40.63,-0.81,41.15,39.98,126538,511484174,2.09,贸易,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',7.84,6.16,12.41,20,[],强势
000035,中国天楹,7.71,7.01,9.99,7.71,7.71,274558,211684588,1.19,环保,江苏省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',19.72,32.93,28.93,30,[],极强
000036,华联控股,5.5,5.38,2.23,5.55,5.29,252888,137526698,1.8,房地产开发,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-9.39,-0.54,-1.61,0,[],弱势
000037,深南电A,9.95,10.11,-1.58,10.03,9.85,38419,38244092,1.13,电力,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',2.58,4.08,4.96,10,[],温和
000039,中集集团,13.95,13.5,3.33,14.24,13.23,368331,511475396,1.6,其他交运设备,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',13.14,25.22,27.05,30,[],极强
000042,中洲控股,9.08,9.06,0.22,9.15,8.95,12882,11661358,0.19,房地产开发,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',0.11,-1.09,-0.87,10,[],温和
000048,京基智农,17.73,19.06,-6.98,18.68,17.73,63122,114884011,1.2,畜牧业,广东省,0,0,1,1,1,0,0,0,0,b'\x00',b'\x00',b'\x00',0.57,-1.34,-3.11,55,['均线突破(突破5日线/突破10日线/突破20日线)'],温和
000049,德赛电池,25.97,26.53,-2.11,26.34,25.81,19261,50254401,0.5,电源设备,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.1,-1.7,-0.15,0,[],弱势
000050,深天马A,10.08,10.15,-0.69,10.13,9.93,72384,72691389,0.29,电子器件,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',0.9,4.46,8.04,10,[],温和
000056,皇庭国际,2.1,2.23,-5.83,2.2,2.04,394621,83580253,4.37,商业物业经营,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-8.7,2.44,-7.89,0,[],弱势
000058,深赛格,8.87,9.09,-2.42,9.01,8.8,43984,39125444,0.45,商业物业经营,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-4.31,-2.1,-2.21,0,[],弱势
000059,华锦股份,6.26,6.14,1.95,6.43,6.13,281935,176710566,1.76,石油天然气,辽宁省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',2.29,7.38,6.46,10,[],温和
000060,中金岭南,8.21,8.26,-0.61,8.45,8.07,1197158,988433839,2.7,基本金属,广东省,1,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',4.59,16.12,19.51,45,['MACD金叉'],强势
000061,农产品,9.2,9.12,0.88,9.24,9.06,39799,36518468,0.23,商业物业经营,广东省,0,0,1,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',0.33,1.77,0.11,20,['均线突破(突破5日线)'],温和
000062,深圳华强,24.67,25.3,-2.49,24.82,24.5,44488,109688531,0.43,电子元件,广东省,1,0,0,0,1,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.16,1.44,2.07,45,"['MACD金叉', '均线突破(突破20日线)']",弱势
000063,中兴通讯,38.17,38.65,-1.24,38.43,37.86,229989,875794607,0.57,通信设备,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',0.55,2.72,5.12,10,[],温和
000065,北方国际,12.82,12.86,-0.31,12.83,12.45,79597,100714130,0.82,建筑施工,北京,1,0,0,0,1,1,0,0,0,b'\x00',b'\x00',b'\x00',4.82,8.64,6.57,80,"['MACD金叉', '均线突破(突破20日线)', '放量上涨']",强势
000066,中国长城,16.74,16.59,0.9,16.96,16.45,412518,689008614,1.28,计算机硬件,广东省,0,0,1,0,1,0,0,0,0,b'\x00',b'\x00',b'\x00',2.7,0.12,4.69,40,['均线突破(突破5日线/突破20日线)'],温和
000069,华侨城A,2.56,2.61,-1.92,2.58,2.55,170682,43740780,0.25,休闲服务,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.76,-3.03,-5.54,0,[],弱势
000070,特发信息,19.66,17.87,10.02,19.66,17.87,428409,826808380,4.82,通信设备,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',8.38,12.02,37.48,30,[],极强
000088,盐田港,4.68,4.7,-0.43,4.74,4.63,129943,60815496,0.41,港口航运,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',1.52,4.23,3.54,10,[],温和
000089,深圳机场,7.1,7.29,-2.61,7.21,7.09,64574,46001954,0.31,航空机场,广东省,0,1,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.2,-1.25,-1.39,20,['KDJ金叉'],弱势
000090,天健集团,3.95,3.99,-1.0,3.96,3.91,62360,24518770,0.33,建筑施工,广东省,0,0,1,1,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.47,0.0,-0.5,25,['均线突破(突破5日线/突破10日线)'],弱势
000096,广聚能源,11.47,10.96,4.65,11.73,11.28,154708,178027089,3.03,石油天然气,广东省,0,0,1,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',3.8,8.31,2.59,30,['均线突破(突破5日线)'],强势
000099,中信海直,20.26,20.39,-0.64,20.35,20.02,39078,78776995,0.5,航空机场,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',0.45,1.0,2.32,10,[],温和
000100,TCL科技,5.01,4.97,0.8,5.03,4.87,1488868,737636883,0.78,电子元件,广东省,0,0,0,0,1,0,0,0,0,b'\x00',b'\x00',b'\x00',3.09,9.87,2.24,40,['均线突破(突破20日线)'],强势
000151,中成股份,13.58,13.74,-1.16,13.66,13.45,13908,18874363,0.45,贸易,北京,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-1.31,1.19,-0.22,0,[],弱势
000155,川能动力,14.59,14.45,0.97,14.9,14.33,179395,261053292,0.97,电力,四川省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',7.12,14.61,16.44,30,[],极强
000156,华数传媒,8.35,8.55,-2.34,8.45,8.34,73731,61849093,0.43,广播电视,浙江省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-4.02,-5.76,-2.45,0,[],弱势
000157,中联重科,9.97,9.99,-0.2,10.14,9.83,241374,241139276,0.34,专用设备,湖南省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',0.61,3.85,6.86,10,[],温和
000158,常山北明,20.38,21.02,-3.04,20.55,20.2,185591,377343929,1.17,计算机软件,河北省,0,0,0,0,1,1,0,0,0,b'\x00',b'\x00',b'\x00',0.99,1.14,2.31,45,"['均线突破(突破20日线)', '放量上涨']",温和
000159,国际实业,7.28,7.14,1.96,7.5,7.1,287170,209505157,5.97,石油天然气,新疆维吾尔自治区,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',3.7,9.47,4.75,20,[],强势
000166,申万宏源,4.98,5.01,-0.6,4.99,4.96,230759,114767409,0.1,非银行金融,新疆维吾尔自治区,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-1.19,-0.8,-1.78,0,[],弱势
000301,东方盛虹,13.11,13.02,0.69,13.29,12.61,162292,211590940,0.25,化学原料,江苏省,0,0,1,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.31,4.38,2.5,10,['均线突破(突破5日线)'],弱势
000333,美的集团,77.51,78.64,-1.44,78.06,77.44,57273,445152369,0.08,白色家电,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.75,-1.95,-2.55,0,[],弱势
000338,潍柴动力,27.9,27.86,0.14,28.31,27.41,362088,1011782994,0.72,汽车,山东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.17,4.14,17.33,0,[],弱势
000400,许继电气,32.58,31.9,2.13,33.08,31.11,206341,668865114,2.04,输变电设备,河南省,1,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',3.2,8.02,9.26,45,['MACD金叉'],强势
000401,金隅冀东,5.23,5.17,1.16,5.24,5.11,60757,31495012,0.23,水泥,河北省,0,0,0,1,0,0,0,0,0,b'\x00',b'\x00',b'\x00',0.58,3.98,-0.76,25,['均线突破(突破10日线)'],温和
000402,金融街,2.8,2.83,-1.06,2.81,2.78,87758,24507942,0.29,房地产开发,北京,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.45,-0.36,-2.78,0,[],弱势
000403,派林生物,14.13,14.11,0.14,14.26,13.96,30718,43263544,0.33,生物医药,山西省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',3.29,4.74,3.74,10,[],温和
000404,长虹华意,7.28,7.28,0.0,7.33,7.17,41503,30097359,0.6,通用设备,江西省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',0.83,2.68,2.25,10,[],温和
000408,藏格矿业,84.36,86.16,-2.09,86.7,83.48,58348,494374177,0.37,化肥农药,青海省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.52,1.86,1.64,0,[],弱势
000409,云鼎科技,11.48,11.91,-3.61,11.76,11.47,68183,79024925,1.15,互联网服务,山东省,0,0,1,1,1,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.21,-3.2,-1.37,45,['均线突破(突破5日线/突破10日线/突破20日线)'],弱势
000410,沈阳机床,7.8,7.79,0.13,7.88,7.68,76391,59326130,0.45,通用设备,辽宁省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',1.43,5.98,4.98,10,[],温和
000411,英特集团,12.07,12.26,-1.55,12.11,12.03,17367,20953502,0.47,医药商业,浙江省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.35,-0.25,-1.63,0,[],弱势
000415,渤海租赁,5.35,5.26,1.71,5.39,5.1,346717,183690152,0.64,非银行金融,新疆维吾尔自治区,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.19,3.68,2.88,0,[],弱势
000417,合百集团,7.63,7.88,-3.17,7.75,7.62,62411,47954285,0.8,零售,安徽省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-5.69,-4.98,-8.95,0,[],弱势
000419,通程控股,6.29,6.45,-2.48,6.39,6.29,33651,21267478,0.62,零售,湖南省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-4.12,-3.68,-5.56,0,[],弱势
000421,南京公用,7.09,7.09,0.0,7.17,7.05,34656,24574187,0.6,燃气,江苏省,0,0,1,1,0,0,0,0,0,b'\x00',b'\x00',b'\x00',0.57,3.05,0.14,35,['均线突破(突破5日线/突破10日线)'],温和
000422,湖北宜化,18.01,18.14,-0.72,18.55,17.58,360666,648494039,3.41,化学原料,湖北省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.33,16.87,16.27,0,[],弱势
000425,徐工机械,12.28,12.26,0.16,12.45,11.98,269113,328779597,0.3,专用设备,江苏省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.54,4.16,7.25,0,[],弱势
000426,兴业银锡,56.37,55.19,2.14,57.09,54.0,454762,2543271937,2.56,基本金属,内蒙古自治区,0,0,0,0,1,0,0,0,0,b'\x00',b'\x00',b'\x00',6.22,17.22,17.39,50,['均线突破(突破20日线)'],极强
000428,华天酒店,3.81,3.88,-1.8,3.85,3.78,57183,21806967,0.56,休闲服务,湖南省,0,0,1,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-1.3,-2.06,-4.27,10,['均线突破(突破5日线)'],弱势
000429,粤高速A,12.29,12.23,0.49,12.32,12.13,12216,14925042,0.09,公路铁路,广东省,0,0,1,1,1,0,0,0,0,b'\x00',b'\x00',b'\x00',2.33,2.5,0.66,55,['均线突破(突破5日线/突破10日线/突破20日线)'],温和
000430,ST张家界,7.29,7.44,-2.02,7.34,7.28,20290,14820124,0.55,休闲服务,湖南省,1,1,0,1,0,0,0,0,0,b'\x00',b'\x00',b'\x00',0.0,0.41,0.0,60,"['MACD金叉', 'KDJ金叉', '均线突破(突破10日线)']",弱势
000488,ST晨鸣,2.32,2.38,-2.52,2.37,2.3,188243,43962299,1.12,造纸印刷,山东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-1.69,1.75,10.48,0,[],弱势
000498,山东路桥,6.31,6.31,0.0,6.32,6.24,33254,20858859,0.23,基础建设,山东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',0.96,3.27,1.45,10,[],温和
000501,武商集团,9.54,9.72,-1.85,9.61,9.53,24119,23057838,0.31,零售,湖北省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.15,0.1,-5.92,0,[],弱势
000503,国新健康,9.01,9.19,-1.96,9.12,8.94,54418,49082349,0.56,医疗服务,山东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.22,-3.53,-2.8,0,[],弱势
000504,*ST生物,8.92,9.15,-2.51,9.02,8.9,13140,11769124,0.4,生物医药,湖南省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',0.11,3.48,1.83,10,[],温和
000505,京粮控股,7.23,7.09,1.97,7.31,7.1,94716,68429401,1.5,农业,海南省,0,0,0,1,0,0,0,0,0,b'\x00',b'\x00',b'\x00',1.97,5.24,0.84,25,['均线突破(突破10日线)'],温和
000506,招金黄金,20.81,20.3,2.51,21.49,20.51,388394,819033200,4.18,贵金属,山东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',3.79,8.33,6.99,20,[],强势
000507,珠海港,5.59,5.61,-0.36,5.65,5.56,53678,30040719,0.59,港口航运,广东省,0,0,0,0,0,1,0,0,0,b'\x00',b'\x00',b'\x00',1.27,4.49,2.76,25,['放量上涨'],温和
000509,华塑控股,3.49,3.53,-1.13,3.55,3.46,48724,17068199,0.45,电子器件,四川省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.57,2.05,0.87,0,[],弱势
000510,新金路,22.45,20.41,10.0,22.45,21.15,421792,928559560,6.95,化学原料,四川省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',20.05,32.06,43.63,30,[],极强
000514,渝开发,5.03,5.12,-1.76,5.07,5.01,45058,22671719,0.53,房地产开发,重庆,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-4.01,-1.37,-2.71,0,[],弱势
000516,国际医学,4.7,4.81,-2.29,4.77,4.7,115463,54531430,0.52,医疗服务,陕西省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.49,-2.29,-4.08,0,[],弱势
000517,荣安地产,2.16,2.15,0.47,2.17,2.11,70776,15121498,0.28,房地产开发,浙江省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.7,-2.26,3.85,0,[],弱势
000518,*ST四环,2.8,2.76,1.45,2.82,2.74,41899,11688216,0.41,生物医药,江苏省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',1.45,8.95,7.28,10,[],温和
000519,中兵红箭,21.3,20.28,5.03,21.8,20.91,849266,1802501152,6.1,金属非金属新材料,湖南省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',7.74,14.03,15.89,30,[],极强
000520,凤凰航运,4.71,4.64,1.51,4.87,4.68,286462,136626253,2.83,港口航运,湖北省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',1.73,5.37,6.32,10,[],温和
000521,长虹美菱,6.5,6.59,-1.37,6.56,6.49,42229,27502910,0.48,白色家电,安徽省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.11,-0.61,-1.96,0,[],弱势
000523,红棉股份,3.86,3.9,-1.03,3.88,3.8,125771,48244624,0.95,食品,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.28,2.39,-5.16,0,[],弱势
000524,岭南控股,13.07,12.64,3.4,13.15,12.39,91873,117887668,1.37,休闲服务,广东省,0,1,1,1,1,0,0,0,0,b'\x00',b'\x00',b'\x00',5.49,3.98,2.83,75,"['KDJ金叉', '均线突破(突破5日线/突破10日线/突破20日线)']",温和
000525,红太阳,6.62,6.85,-3.36,6.74,6.54,188856,125215422,1.7,化肥农药,江苏省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',2.64,9.06,8.35,10,[],温和
000526,学大教育,36.14,37.2,-2.85,36.69,36.08,5731,20856775,0.48,教育,福建省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.52,-3.63,-5.89,0,[],弱势
000528,柳工,11.88,11.94,-0.5,11.98,11.72,69176,81857093,0.34,专用设备,广西壮族自治区,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.5,3.85,3.48,0,[],弱势
000531,穗恒运A,7.03,6.92,1.59,7.11,6.83,93679,65107156,1.03,电力,广东省,0,0,0,0,0,1,0,0,0,b'\x00',b'\x00',b'\x00',7.99,11.76,11.41,35,['放量上涨'],强势
000532,华金资本,16.0,16.67,-4.02,16.39,15.93,37894,61023585,1.1,非银行金融,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.5,-2.08,1.01,0,[],弱势
000533,顺钠股份,11.52,11.68,-1.37,11.78,11.31,159222,183943184,2.32,输变电设备,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.52,2.22,2.4,0,[],弱势
000534,万泽股份,40.73,41.85,-2.68,41.07,39.21,102359,408768829,2.05,生物医药,广东省,0,0,0,0,0,0,0,0,0,b'\x01',b'\x01',b'\x01',14.99,23.65,40.21,30,[],极强
000537,绿发电力,9.21,9.0,2.33,9.24,8.96,138521,126219564,0.67,电力,天津,0,0,0,0,0,1,0,0,0,b'\x00',b'\x00',b'\x00',5.26,7.09,8.48,35,['放量上涨'],强势
000538,云南白药,56.0,56.05,-0.09,56.19,55.8,14946,83631010,0.08,中药生产,云南省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.96,-0.88,-1.75,0,[],弱势
000539,粤电力A,5.11,5.1,0.2,5.13,5.02,142549,72157046,0.56,电力,广东省,1,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',4.29,7.35,5.58,45,['MACD金叉'],强势
000541,佛山照明,6.36,6.4,-0.63,6.38,6.3,30117,19090144,0.24,照明设备,广东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',0.47,2.42,0.79,10,[],温和
000543,皖能电力,8.7,8.62,0.93,8.72,8.51,250527,215411191,1.11,电力,安徽省,0,0,0,0,0,1,0,0,0,b'\x00',b'\x00',b'\x00',7.54,11.54,9.3,35,['放量上涨'],强势
000545,金浦钛业,3.51,3.52,-0.28,3.72,3.4,918157,325287080,9.32,化学原料,吉林省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',2.63,24.03,18.98,10,[],温和
000546,金圆股份,6.49,6.71,-3.28,6.8,6.49,305864,201464234,4.39,环保,吉林省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',4.51,12.87,12.09,20,[],强势
000547,航天发展,31.5,30.75,2.44,31.85,30.22,848906,2645048450,5.34,地面装备,福建省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',3.82,12.1,3.79,20,[],强势
000550,江铃汽车,18.42,18.64,-1.18,18.46,18.16,15320,28054285,0.3,汽车,江西省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.7,2.73,3.48,0,[],弱势
000552,甘肃能化,2.69,2.62,2.67,2.74,2.64,551713,147958129,1.48,煤炭,甘肃省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',5.49,9.8,8.91,20,[],强势
000553,安道麦A,6.19,6.23,-0.64,6.23,6.09,32136,19786187,0.15,化肥农药,湖北省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.96,5.45,2.31,0,[],弱势
000554,泰山石油,9.86,8.96,10.04,9.86,9.57,282368,276973524,7.79,石油天然气,山东省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',11.66,24.34,19.37,30,[],极强
000555,神州信息,17.63,18.27,-3.5,17.92,17.54,148838,263765816,1.53,计算机软件,广东省,0,0,1,1,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-2.06,-3.71,-1.23,25,['均线突破(突破5日线/突破10日线)'],弱势
000557,西部创业,5.03,5.06,-0.59,5.06,5.01,27674,13910814,0.19,公路铁路,宁夏回族自治区,1,0,0,0,1,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.2,2.24,1.0,45,"['MACD金叉', '均线突破(突破20日线)']",弱势
000558,天府文旅,4.93,5.09,-3.14,5.03,4.87,125425,62110835,0.97,休闲服务,四川省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-4.46,-5.19,-6.98,0,[],弱势
000559,万向钱潮,19.11,20.07,-4.78,19.53,18.91,456930,877655408,1.38,汽车,浙江省,0,0,1,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.88,-5.91,9.7,10,['均线突破(突破5日线)'],弱势
000561,烽火电子,11.7,11.37,2.9,11.7,11.43,147669,171269430,2.06,通信设备,陕西省,1,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',3.36,6.07,2.54,45,['MACD金叉'],强势
000563,陕国投A,3.6,3.61,-0.28,3.6,3.57,121854,43646921,0.24,非银行金融,陕西省,0,0,0,1,1,0,0,0,0,b'\x00',b'\x00',b'\x00',0.28,3.15,-0.55,45,['均线突破(突破10日线/突破20日线)'],温和
000564,供销大集,2.25,2.31,-2.6,2.29,2.25,933236,211697258,0.63,零售,陕西省,1,0,1,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-3.43,-1.75,-4.26,35,"['MACD金叉', '均线突破(突破5日线)']",弱势
000565,渝三峡A,8.6,8.72,-1.38,8.72,8.55,49994,43139343,1.15,化学制品,重庆,1,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-0.35,4.12,3.24,25,['MACD金叉'],弱势
000566,海南海药,5.87,6.03,-2.65,5.96,5.81,157233,92422877,1.21,化学制药,海南省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-8.99,-5.48,-7.41,0,[],弱势
000567,海德股份,5.73,5.81,-1.38,5.76,5.65,60240,34332347,0.31,非银行金融,海南省,0,1,1,1,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-1.72,0.0,-2.05,45,"['KDJ金叉', '均线突破(突破5日线/突破10日线)']",弱势
000568,泸州老窖,108.83,110.5,-1.51,110.18,108.4,30961,337755936,0.21,饮料,四川省,0,0,0,0,0,0,1,0,0,b'\x00',b'\x00',b'\x00',-3.62,-6.38,-11.4,0,[],弱势
000570,苏常柴A,5.95,6.11,-2.62,6.08,5.93,57579,34559259,1.04,通用设备,江苏省,1,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',-1.0,0.51,0.17,25,['MACD金叉'],弱势
000571,新大洲A,7.67,7.83,-2.04,7.77,7.56,141733,108367737,1.74,煤炭,海南省,0,0,0,0,0,0,0,0,0,b'\x00',b'\x00',b'\x00',2.95,7.27,24.92,10,[],温和
